name,手表款式,手表品牌,price,ww_price,商品编号,商品型号,机芯,机芯型号,表壳,尺寸,厚度,表冠,表底,表镜,表盘,表带,表带颜色,表扣,防水,功能,推出年份
欧米茄-星座系列 123.55.24.60.52.002 女士石英表,108700,92400,6057 ,123.55.24.60.52.002 
欧米茄-海马系列 Aqua Terra首饰腕表 231.58.39.21.51.002,193800元,170540元,4897 , 231.58.39.21.51.002 

欧米茄Omega-星座系列 123.25.27.60.52.001 女士石英表,女士手表 ,欧米茄 ,54100,46000,6035 ,123.25.27.60.52.001 ,石英精准机芯,欧米茄 1376,精钢-红金双色表壳,27mm,-,普通,无背透,蓝宝石水晶玻璃,镶钻银色,间金链带,"金色,银色",一般,100米,-,-
欧米茄-星座系列 123.10.35.20.01.001 男士机械表,男士手表 ,欧米茄 ,32400,27500,5849 ,123.10.35.20.01.001 ,自动机械机芯,Omega 2500同轴擒纵,精钢,35mm,8mm,普通,背透,蓝宝石水晶玻璃,黑色,钢链带,银色,折叠扣,100m,"日历,天文台认证,同轴擒纵",2009年
欧米茄-海马系列 213.30.42.40.01.001 男士机械表,男士手表 ,欧米茄 ,30200,25700,3333 ,213.30.42.40.01.001 ,自动机械机芯,欧米茄 1164,精钢表壳,41.5mm,10mm,螺旋,无背透,圆弧形抗磨损蓝宝石水晶镜面,黑色,精钢表链,银色,折叠扣,300米 /1000 英尺,"单向旋转表圈,计时码表,排氦气阀门,日历,天文台认证",2008年
欧米茄-海马系列 231.53.39.21.06.001 男士机械表,130800元,115000元,6908 ,231.53.39.21.06.001 
欧米茄-星座系列 123.50.35.20.63.001 男士机械表,男士手表 ,欧米茄 ,175200,148900,6085 ,123.50.35.20.63.001 ,自动机械机芯,欧米茄 2500,红金表壳,35mm,-,普通,背透,蓝宝石水晶玻璃,深棕色表盘镶钻,红金表带,金色,一般,100 米 (330 英尺),日历,-
欧米茄-蝶飞系列 425.65.34.20.55.003 女士机械表,313100元,275600元,6450 ,425.65.34.20.55.003 

欧米茄-海马系列 212.15.28.61.51.001 女士石英表,女士手表 ,欧米茄 ,47900,40720,5340 ,212.15.28.61.51.001 ,石英精准机芯,欧米茄 1424,精钢,24 mm,-,普通,-,圆弧形抗磨损蓝宝石水晶镜面,镶钻黑色,精钢,银色,折叠扣,300米,防水,-

欧米茄-碟飞系列 413.55.27.60.55.002 女士石英表,女士手表 ,欧米茄 ,137900,117220,6358 ,413.55.27.60.55.002 ,石英机芯,欧米茄 1376,红金,27mm,中,普通,无背透,蓝宝石水晶玻璃,贝母白,红金,金色,折叠扣,30m,-,-
欧米茄-星座系列 123.55.27.60.52.002  女士石英表,女士手表 ,欧米茄 ,128600,109300,6021 ,123.55.27.60.52.002 ,石英精准机芯,欧米茄 1376,黄金表壳镶钻,27.0 毫米,-,普通,-,"防磨损蓝宝石水晶镜面,內部经防反光处理",镶钻银色,黃金表链,金色,一般,100 米 (330 英尺),-,-

欧米茄-海马系列 231.10.39.21.02.001 男士机械表,40800,34700,3334 ,231.10.39.21.02.001 

欧米茄-碟飞系列 431.10.41.22.01.001 男士机械表,男士手表 ,欧米茄 ,77200,65600,6524 ,431.10.41.22.01.001 ,自动机械机芯,欧米茄8500,精钢,41mm,/,普通,背透,蓝宝石水晶玻璃,黑色,精钢,银色,折叠扣,100m,日历,/
欧米茄-碟飞系列 4575.75.00 女士石英表,36800,31300,6588 ,4575.75.00 
欧米茄-星座系列 123.10.27.60.51.002 女士石英表,女士手表 ,欧米茄 ,24400,20700,5841 ,123.10.27.60.51.002 ,石英机芯,-,精钢,27mm,9mm,普通,无背透,蓝宝石水晶玻璃,黑色,精钢,银色,折叠扣,100m,-,-
欧米茄-碟飞系列 425.33.34.20.01.001 女士机械表,女士手表 ,欧米茄 ,47900,40720,6399 ,425.33.34.20.01.001 ,机械机芯,欧米茄8520,精钢,34mm,-,旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶,黑色,真皮表带,银色,一般,100m,日历,-
欧米茄Omega-星座系列 123.25.27.20.55.001 女士机械表,女士手表 ,欧米茄 ,79800,67800,6003 ,123.25.27.20.55.001 ,自动机械机芯,欧米茄8520,18K玫瑰金-精钢,27mm,-,普通,背透,蓝宝石水晶玻璃,镶钻白色珍珠母贝,间金链带,"金色,银色",一般,100米,-,-
欧米茄-星座系列 1360.60.00 女士石英表,47000元,41360元,3184 ,1360.60.00 
欧米茄-特别系列 1960.21.01 女士石英表,女士手表 ,欧米茄 ,201800,171530,6320 ,1960.21.01 ,石英机芯,-,黄金,23mm,中,普通,无背透,蓝宝石水晶玻璃,贝母白,黄金表带,金色,一般,30,-,2008年
欧米茄Omega-星座系列 123.25.27.60.63.002 女士石英表,女士手表 ,欧米茄 ,55000,46800,6062 ,123.25.27.60.63.002 ,石英精准机芯,欧米茄1376,"18Kt黄金,精钢",27mm,-,普通,无背透,蓝宝石水晶玻璃,棕色 镶钻,间金链带,"金色,银色",一般,100米,-,-
欧米茄-海马系列 231.20.44.50.06.001 男士机械表,男士手表 ,欧米茄 ,115300,98010,6862 ,231.20.44.50.06.001 ,自动上链机械机芯,欧米茄 3313,精钢-红金双色表壳,44mm,-,旋入式表冠,背透,蓝宝石水晶玻璃,甲板式设计-灰色,间金表带,金色 银色,折叠扣,150m,日历 小秒针计盘,-
欧米茄-海马系列 231.20.30.20.06.002 女士机械表,女士手表 ,欧米茄 ,56300,47860,6838 ,231.20.30.20.06.002 ,自动机械机芯,欧米茄8520,"精钢镀金,PVD镀层",30mm,-,普通,无背透,蓝宝石水晶玻璃,深灰色,间金表链,金色 银色,折叠扣,150m,日期显示,-
欧米茄-星座系列 111.25.26.60.55.001 女士石英表,52800元,46460元,3307 ,111.25.26.60.55.001 
欧米茄-特别系列 5110.20.00 男士机械表,男士手表 ,欧米茄 ,780600,663800,7923 ,5110.20.00 ,手动上链计时机芯,Scroll upScroll down机芯 欧米茄 3889,白金表壳,70m,-,普通,-,圆弧形防反光、抗磨损蓝宝石水晶镜面,白色,无,无,无,0m,小秒针计盘,-
欧米茄-碟飞系列 425.68.34.20.55.004 女士机械表,233300元,205300元,6501 ,425.68.34.20.55.004 
欧米茄-特别系列 5109.20.00 男士机械表,男士手表 ,欧米茄 ,780600,663800,7925 ,5109.20.00 ,手动上链计时机芯,Scroll upScroll down机芯 欧米茄 3889,黄金表壳,70mm,-,普通,-,圆弧形防反光、抗磨损蓝宝石水晶镜面,白色,无,无,无,0m,小秒针计盘,-
欧米茄Omega-星座系列 123.25.31.20.63.001 女士机械表,女士手表 ,欧米茄 ,90000,76500,6070 ,123.25.31.20.63.001 ,自动机械机芯,欧米茄8520,"18Kt黄金,精钢",31mm,-,普通,背透,蓝宝石水晶玻璃,棕色镶钻,间金链带,"金色,银色",一般,100米,日期显示,-
欧米茄-碟飞系列 镶钻机械背透女表 4877.90.39,99600元,87600元,备有柱轮和同轴擒纵装置的自动上链计时机芯,Omega 3313,精钢表壳,-,-,-,-,"水晶表面,圆弧形防反光、抗磨损蓝宝石水晶镜面",翠绿表盘,皮革,-,-,100 米330 英尺,日期显示、计时功能、获瑞士官方天文台认证、小秒针计盘、钻石、透明表背,-
欧米茄-碟飞系列 4678.31.02 男士机械表,55000元,48400元,3226 ,4678.31.02 
欧米茄-碟飞系列 4613.35.02 男士机械表,男士手表 ,欧米茄 ,75400,64100,6592 ,4613.35.02 ,自动机械机芯,欧米茄 2202,黄金,39mm,-,普通,无背透,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",镶钻银色,鳄鱼皮表带,棕色,针扣,30m,小秒针计盘,-
欧米茄-海马系列 232.18.38.20.04.001 女士机械表,女士手表 ,欧米茄 ,111800,95080,8050 ,232.18.38.20.04.001 ,自动上链机芯,欧米茄8520 备有同轴擒纵装置的自动上链机芯,精钢表壳,37.5mm,-,自动锁紧旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶,白色,皮带,白色,普通,600m,日历显示,-

欧米茄-海马系列 232.33.38.20.04.001 女士机械表,女士手表 ,欧米茄 ,44400,37740,7991 ,232.33.38.20.04.001 
欧米茄-海马系列 222.18.38.50.01.001 女士机械表,女士手表 ,欧米茄 ,121500,103300,6705 ,222.18.38.50.01.001 ,自动机械机芯,欧米茄 3313,精钢,37.5mm,-,普通,无背透,圆弧形双面防反光抗磨损蓝宝石水晶,黑漆,真皮表带,黑色,一般,600m,计时功能 日期显示 动力储存 52 小时,-
欧米茄-碟飞系列 4574.31.00 男士机械表,男士手表 ,欧米茄 ,25300,21500,3224 ,4574.31.00 ,自动机械机芯,Omega 2500,精钢表壳,36mm,8.3mm,普通,无背透,防磨损蓝宝石水晶镜面,银色,精钢,银色,折叠式,30米,日期,-
欧米茄-海马系列 231.13.44.52.06.001 男士机械表,男士手表 ,欧米茄 ,67400,57300,6820 ,231.13.44.52.06.001 ,自动机械机芯,欧米茄3603,精钢,44毫米,-,旋入式表冠,-,蓝宝石水晶玻璃,黑色,真皮表带,黑色,针扣,150m,日期显示、双时区、计时,-
欧米茄Omega-星座系列 123.13.35.60.52.001 女士石英表,31900,27100,5893 ,123.13.35.60.52.001 
欧米茄-星座系列 123.58.35.20.55.003 女士机械表,女士手表 ,欧米茄 ,153500,130500,5890 ,123.58.35.20.55.003 ,同轴擒纵自动上链计时机芯,欧米茄 2202,红金表壳,35 毫米,-,普通,背透,圆弧形双面防反光抗磨损蓝宝石水晶,镶钻白色珍珠母贝,皮革,白色,一般,100 米 (330 英尺),日历,-
欧米茄-海马系列 231.10.44.52.06.001 男士机械表,男士手表 ,欧米茄 ,68300,58100,5346 ,231.10.44.52.06.001 ,自动上链计时机芯,欧米茄3603,精钢,44(单位mm),(单位mm),普通,-,圆弧形双面防反光抗磨损蓝宝石水晶,Teck-灰色,精钢,银色,折叠扣,150(单位米),动力储存 日期显示 计时功能 24小时两地时区显示,-
欧米茄Omega-星座系列 123.50.27.60.05.001 女士石英表,女士手表 ,欧米茄 ,107300,91210,6082 ,123.50.27.60.05.001 ,石英精准机芯,欧米茄1376,18Kt玫瑰金,27mm,6mm,普通,无背透,蓝宝石水晶玻璃,白色珍珠贝母,18Kt玫瑰金链带,金色,折叠扣,100米,-,2009年
欧米茄omega-碟飞系列 4374.31.00 男士机械表,男士手表 ,欧米茄 ,40800,34700,3221 ,4374.31.00 ,自动机械机芯,Omega 2500,18k黃金-精钢双色表壳,37mm,8.3mm,普通,无背透,防磨损蓝宝石水晶镜面,银色表盘,精钢-黄金双色表链,金 黄色,折叠扣,30米/100 英尺,"日历,同轴擒纵",2010年

欧米茄-超霸系列 321.90.42.50.13.001 男士机械表,男士手表 ,欧米茄 ,90000,76500,7451 ,321.90.42.50.13.001 ,自动机械机芯,Omega 3313,"18Kt玫瑰金,精钢",42mm,10mm,普通,背透,蓝宝石水晶玻璃,棕色,"18Kt玫瑰金,精钢",金色间银色,折叠保险扣,100米,"测速,计时码表,日历,小三针",2009年
欧米茄-海马系列 231.58.34.20.55.001 女士机械表,女士手表 ,欧米茄 ,155700,132380,8055 ,231.58.34.20.55.001 ,自动上链机芯,欧米茄8521 备有同轴擒纵装置的自动上链机芯,黄金表壳,34mm,-,自动锁紧旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶,镶钻白色珍珠母贝,皮带,白色,普通,150m,日历显示,-
欧米茄-星座系列 123.20.35.20.58.001 男士机械表,男士手表 ,欧米茄 ,59000,50200,5338 ,123.20.35.20.58.001 ,自动机械机芯,欧米茄,18Kt黄金,35mm,8mm,普通,背透,蓝宝石水晶玻璃,金色,间金链带,间金,折叠扣,100米,"日历,天文台认证",2009年
欧米茄-海马系列 2177.50/2103.50.00 情侣表,情侣手表 ,欧米茄 ,230900,196300,6333 ,2177.50/2103.50.00 ,石英(女士)/机械(男士),Omega 1424 /Omega 2500,18K金,28mm/39.2mm,10mm,普通,背透/无背透,蓝宝石水晶玻璃,黑色,黄金,金色,一般,150m,日历,-
欧米茄-超霸系列 323.53.40.44.02.001 男士机械表,男士手表 ,欧米茄 ,110400,93800,5321 ,323.53.40.44.02.001 ,自动机械,欧米茄 3606,黄金,40mm,-,普通,-,圆弧形抗磨损蓝宝石水晶镜面,白色,鳄鱼皮,深棕色,18K黄金,100米,日期显示,-
欧米茄Omega-星座系列 123.20.35.20.52.004 男士机械表,男士手表 ,欧米茄 ,59000,50200,5967 ,123.20.35.20.52.004 ,自动机械机芯,欧米茄 2500,黄金表壳,35mm,-,普通,-,蓝宝石水晶玻璃,银色,间金链带,"金色,银色",一般,100米,日历,-

欧米茄-超霸系列 3882.51.37 男士机械表,男士手表 ,欧米茄 ,107300,91280,7927 ,3882.51.37 ,自动上链计时机芯,欧米茄3612型机芯备有柱轮和同轴擒纵装置的自动上链计时机芯,不锈钢,44.25mm,16.25mm,精钢,背透,蓝宝石水晶玻璃,黑色,牛皮带,深棕,折叠扣,100m,日期显示 计时,-
欧米茄Omega-星座系列 123.25.24.60.63.002 女士石英表,女士手表 ,欧米茄 ,48800,41500,6001 ,123.25.24.60.63.002 ,石英精准机芯,欧米茄 1376,18K玫瑰金-精钢镶钻,24mm,6mm,普通,无背透,蓝宝石水晶玻璃,棕色 镶钻,间金链带,"金色,银色",一般,100米,-,-
欧米茄-碟飞系列 513.53.39.21.99.001 男士机械表,男士手表 ,欧米茄 ,984600,836910,5567 ,513.53.39.21.99.001 ,自动机械机芯,欧米茄2635,18K玖瑰金,38mm,-,普通,无背透,蓝宝石水晶玻璃,金色,鳄鱼皮带,棕色,折叠扣,30米,同轴擒纵、陀飞轮,2008年

欧米茄-星座系列 123.10.38.21.51.001 /123.10.27.60.51.001 情侣对表,情侣手表 ,欧米茄 ,79400,67500,6106 ,123.10.38.21.51.001 /123.10.27.60.51.001 ,自动机械机芯/石英机芯,Omega 8500/Omega  1376,精钢,38mm/27mm,9mm/9mm,普通,背透/无背透,蓝宝石水晶玻璃,"黑色,镶钻12颗/黑色托爪设计镶钻12颗",磨砂精钢,银色,折叠扣,100米,日常走时/日历,2010年/2009年
欧米茄-超霸系列 3573.50.00 男士机械表,男士手表 ,欧米茄 ,40800,35980,7708 ,3573.50.00 ,手动机械机芯,-,精钢,42mm,8mm,普通,-,蓝宝石水晶玻璃,黑色,钢链带,银色,折叠扣,50m,测速、计时码表,-
欧米茄Omega-星座系列 123.25.35.20.63.001 男士机械表,男士手表 ,欧米茄 ,94500,80300,6073 ,123.25.35.20.63.001 ,自动机械机芯,欧米茄2500,"18Kt玫瑰金,精钢",35mm,8mm,普通,背透,蓝宝石水晶玻璃,巧克力色 镶钻,间金链带,"金色,银色",折叠扣,100米,日期显示 天文台认证,2009年
欧米茄-海马系列 231.53.44.52.06.001 男士机械表 ,209800元,184620元,5350 ,231.53.44.52.06.001 
欧米茄Omega-超霸系列 3657.20.31 男士机械表,男士手表 ,欧米茄 ,179000,152200,6145 ,3657.20.31 ,自动上链计时机芯,"欧米茄 3303柱轮装置自动上链计时机芯。获瑞士官方天文台认证。镀铹表面,饰有日內瓦波纹。动力储存: 55 小时",白金,42mm,14mm,普通,背透,"圆弧形抗磨损蓝宝石水晶镜面,內部经多层防反光处理",白色,真皮,黑色,一般,100米,计时功能、瑞士官方天文台认证、限量,-
欧米茄-星座系列 111.25.23.60.58.001 女士石英表,女士手表 ,欧米茄 ,47500,37050,3306 ,111.25.23.60.58.001 ,石英机芯,Omega 1456,精钢-黃金双色表壳,22.5mm,8mm,普通,无背透,圆弧形抗磨损蓝宝石水晶镜面,棕色镶钻表盘,黄金 中央饰有方条,金 银色,一般,30米 /100 英尺,时、分显示,-
欧米茄OMEGA-海马系列 2502.34 男士机械表,男士手表 ,欧米茄 ,29800,25350,8308 ,2502.34 ,"同轴擒纵自动上链计时机芯,镀铹表面",Omega 2500,精钢,41mm,11mm,螺旋旋入式表冠,背透,高硬度不易磨损蓝宝石水晶镜面,白色,精钢,银色,折叠式,150 米,日期显示,-

欧米茄-碟飞系列 4375.71.00 女士石英表,42600元,37490元,3349 ,4375.71.00 
欧米茄-碟飞系列 431.33.41.22.06.001 男士机械表,78900元,67100元,6546 ,431.33.41.22.06.001 
欧米茄-碟飞系列 5134.30.00 男士机械表,男士手表 ,欧米茄 ,1319900,1168000,7729 ,5134.30.00 ,自动机械机芯,-,黄金,39mm,-,普通,-,蓝宝石水晶玻璃,银色,黄金,金色,普通,30m,陀飞轮,-
欧米茄-海马系列 007詹姆士邦德天文台机械男表 2220.80,男士手表 ,欧米茄 ,28800,24500,5116 ,2220.80 ,同轴擒纵自动上链计时机芯,Omega 2500,精钢表壳,41mm,13mm,旋入式,无背透,圆弧形防反光、抗磨损蓝宝石水晶镜面,蓝色,精钢,银色,折叠扣,300米1000 英尺,日期显示获瑞士官方天文台认证 单向旋转表圈 排氦气阀门,-
欧米茄-星座系列 121.92.41.50.01.001/121.92.35.50.01.001 双鹰计时表,情侣手表 ,欧米茄 ,117000,99500,5323 ,121.92.41.50.01.001/121.92.35.50.01.001 
欧米茄-海马系列 231.50.43.22.06.001 男士机械表,男士手表 ,欧米茄 ,270500,229900,6893 ,231.50.43.22.06.001 ,自动机械机芯,欧米茄 8611,红金,43 毫米,-,旋入式表冠,背透,蓝宝石水晶玻璃,甲板式设计-灰色,红金,金色,折叠扣,150m,日历,-
欧米茄-超霸系列 3815.77.36 女士机械表,女士手表 ,欧米茄 ,87000,74000,6293 ,3815.77.36 ,自动机械,Omega 3220,精钢镶钻,38mm,13mm,普通,无背透,蓝宝石水晶玻璃,"珍珠贝母,时标镶钻",皮质,白色,折叠扣,30米,-,-
欧米茄Omega-星座系列 123.25.31.20.55.002 女士机械表,女士手表 ,欧米茄 ,94500,80300,6065 ,123.25.31.20.55.002 ,自动机械机芯,欧米茄8520,精钢-黃金双色表壳,31mm,-,普通,背透,蓝宝石水晶玻璃,镶钻白色珍珠母贝,间金链带,"金色,银色",一般,100米,日期显示,-
欧米茄Omega-星座系列 123.15.27.60.55.002 女士石英表,女士手表 ,欧米茄 ,47900,40700,5917 ,123.15.27.60.55.002 ,石英精准机芯,欧米茄 1376,精钢,27mm,-,普通,-,蓝宝石水晶镜面,镶钻白色珍珠母贝,精钢,银色,一般,100米,-,2009年
欧米茄-星座系列 121.57.35.50.13.001 女士机械表,206700元,181900元,4889 ,121.57.35.50.13.001 
欧米茄Omega-星座系列 123.20.38.21.52.001 男士机械表,男士手表 ,欧米茄 ,74500,63330,5977 ,123.20.38.21.52.001 ,自动机械机芯,欧米茄8500,精钢-红金双色表壳,38mm,-,普通,-,蓝宝石水晶玻璃,镶钻银色,18K玫瑰金-精钢,"金色,银色",一般,100米,60小时动力储存,-
欧米茄Omega-星座系列 123.55.27.60.55.013 女士石英表,女士手表 ,欧米茄 ,270500,229930,5998 ,123.55.27.60.55.013 ,石英精准机芯,欧米茄 1376,红金表壳镶钻,27.0 mm,-,普通,无背透,圆弧形双面防反光抗磨损蓝宝石水晶,镶钻白色珍珠母贝,红金表链,金色,一般,100 米 (330 英尺),-,-
欧米茄Omega-星座系列 123.25.24.60.53.001 女士石英表,女士手表 ,欧米茄 ,59400,50500,5984 ,123.25.24.60.53.001 ,石英精准机芯,欧米茄 1376,18K玫瑰金-精钢镶钻,24mm,-,普通,-,蓝宝石水晶玻璃,蓝色镶有钻石,18K玫瑰金-精钢,"金色,银色",折叠扣,100米,-,-
欧米茄-超霸系列 3210.50.00 男士机械表,男士手表 ,欧米茄 ,25700,21800,3198 ,3210.50.00 ,自动机械机芯,"Omega 1164 自动上链计时机芯,镀铹表面.动力储存: 44 小时",精钢,40mm,14mm,普通,无背透,圆弧形防反光、抗磨损蓝宝石水晶镜面,黑色表盘,精钢,银色,折叠扣,100米/330 英尺,日历,2008年
欧米茄-星座系列 111.55.36.20.52.001 男士机械表,男士手表 ,欧米茄 ,169200,143900,8800 ,111.55.36.20.52.001 ,自动机械机芯,-,8K红金,35.5mm,11mm,普通,-,蓝宝石水晶玻璃,白色,红金,金色,折叠扣,50 米,日历,-
欧米茄-星座系列 123.50.35.20.52.001 男士机械表,男士手表 ,欧米茄 ,175200,148900,6091 ,123.50.35.20.52.001 ,自动机械机芯,欧米茄 2500,红金表壳,35mm,-,普通,背透,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",镶钻银色,红金表带,金色,一般,100 米 (330 英尺),日历,-
欧米茄Omega-星座系列 123.20.35.20.08.001 男士机械表,男士手表 ,欧米茄 ,50100,42600,5961 ,123.20.35.20.08.001 ,自动机械机芯,欧米茄 2500,精钢-黃金双色表壳,35mm,-,普通,-,蓝宝石水晶玻璃,香槟色,间金链带,"金色,银色",折叠扣,100米,-,2009年
欧米茄Omega-星座系列 123.20.35.20.52.001 男士机械表,男士手表 ,欧米茄 ,59000,50200,5964 ,123.20.35.20.52.001 ,自动机械机芯,欧米茄 2500,"18Kt玫瑰金,精钢",35mm,8mm,普通,背透,蓝宝石水晶玻璃,银色,间金链带,"金色,银色",折叠扣,100米,日历、天文台认证,2009年
欧米茄-星座系列 123.55.31.20.55.010 女士机械表,"
                        女士手表                         ","
                        欧米茄                         ",350400,297840,5945 ,"
                        123.55.31.20.55.010                         ",自动机械机芯,欧米茄8421,红金表壳镶钻,31 mm,-,普通,背透,圆弧形双面防反光抗磨损蓝宝石水晶,镶钻白色珍珠母贝,红金表链,金色,一般,100 米 (330 英尺),-,-
欧米茄Omega-星座系列 123.15.27.60.55.005 女士石英表,女士手表 ,欧米茄 ,44400,37700,5922 ,123.15.27.60.55.005 ,石英精准机芯,欧米茄 1376,精钢,27mm,-,普通,-,蓝宝石水晶镜面,镶钻白色珍珠母贝,精钢,银色,一般,100米,-,-
欧米茄-海马系列 2209.50.00 男士机械表,男士手表 ,欧米茄 ,33300,28300,5440 ,2209.50.00 ,自动机械机芯,Omega 2500同轴擒纵,"精钢,可旋转表圈",42mm,9mm,螺旋,无背透,蓝宝石水晶玻璃,黑色,钢链带,银色,折叠扣,600米,"排氦气阀门,日历,天文台认证",-
欧米茄Omega-碟飞系列 431.30.41.22.02.001 男士机械表,男士手表 ,欧米茄 ,84300,71660,5819 ,431.30.41.22.02.001 ,自动机械机芯,Omega 8601,精钢,41.5mm,7mm,普通,背透,蓝宝石水晶玻璃,银色,钢链带,银色,折叠保险扣,100米,"日历,天文台认证",2008年
欧米茄-碟飞系列 431.10.41.22.02.001 男士机械表,男士手表 ,欧米茄 ,77200,65600,6526 ,431.10.41.22.02.001 ,自动机械机芯,欧米茄8500,精钢,41mm,-,普通,背透,蓝宝石水晶玻璃,白色,精钢,银色,折叠扣,100m,日历,-
欧米茄Omega-星座系列 123.15.27.60.51.002 女士石英表,女士手表 ,欧米茄 ,43500,37000,5912 ,123.15.27.60.51.002 ,石英精准机芯,欧米茄 1376,精钢,27mm,-,普通,无背透,蓝宝石水晶镜面,"珍珠贝母,镶钻时标",精钢,银色,一般,100米,日常走时,-
欧米茄-Constellation星座系列 1190.70 女士机械表,118900,101100,5315 ,1190.70 
欧米茄-超霸系列 323.53.40.40.02.001 男士机械表,男士手表 ,欧米茄 ,108000,91800,5320 ,323.53.40.40.02.001 ,自动上链计时机芯,欧米茄1164,黄金,40mm,-,普通,-,圆弧形抗磨损蓝宝石水晶镜面,银色,真皮,棕色,一般,100 米 (330 英尺),日期显示、计时功能、测速计、获瑞士官方天文台认证、小秒针计盘,-
欧米茄-碟飞系列 431.10.41.21.03.001 男士机械表,男士手表 ,欧米茄 ,51400,43700,6522 ,431.10.41.21.03.001 ,自动机械机芯,欧米茄8500,精,41mm,-,普通,背透,蓝宝石水晶玻璃,蓝色表盘,精钢,银色,折叠扣,100m,日历,-
欧米茄Omega-星座系列 123.25.35.20.52.001 男士机械表,男士手表 ,欧米茄 ,94500,80330,6071 ,123.25.35.20.52.001 ,自动机械机芯,欧米茄 Cal.2500 同轴擒纵 天文台 自动机械机芯 48小时动力储存,"18Kt玫瑰金,精钢",35mm,8mm,普通,背透,蓝宝石水晶玻璃,银色 镶钻,间金链带,"金色,银色",折叠扣,100米,日期显示 天文台认证,2009年
欧米茄Omega-星座系列 123.25.31.20.55.001 女士机械表,女士手表 ,欧米茄 ,94500,80300,6064 ,123.25.31.20.55.001 ,自动机械机芯,欧米茄8520,18K玫瑰金-精钢镶钻,31mm,-,普通,-,蓝宝石水晶玻璃,珍珠贝母镶钻,间金链带,"金色,银色",一般,100米,-,-
欧米茄Omega-星座系列 123.25.27.60.55.010 女士石英表,女士手表 ,欧米茄 ,55900,47500,6056 ,123.25.27.60.55.010 ,石英精准机芯,欧米茄1376,精钢-黃金双色表壳,27mm,-,普通,无背透,蓝宝石水晶玻璃,镶钻白色珍珠母贝,间金链带,"金色,银色",一般,100米,-,-
欧米茄Omega-星座系列 123.13.35.60.60.001 女士石英表,女士手表 ,欧米茄 ,31900,27120,5895 ,123.13.35.60.60.001 ,石英精准机芯,欧米茄 1532,精钢表壳,35 mm,-,普通,-,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",紫罗兰色,真皮,紫罗兰色,一般,100 米,日期显示,-
欧米茄-碟飞系列 425.30.34.20.01.001 女士机械表,女士手表 ,欧米茄 ,48800,41500,6374 ,425.30.34.20.01.001 ,自动机械,欧米茄8520,精钢,34mm,-,普通,背透,蓝宝石水晶玻璃,黑色,精钢,银色,一般,100米,日期显示,-
欧米茄Omega-海马系列 2102.30 男士机械表,男士手表 ,欧米茄 ,145000,123300,6274 ,2102.30 ,机械表机芯,-,18kt黄金,42.2mm,11.6mm,普通,背透,蓝宝石水晶玻璃,灰色,18kt黄金,金色,按钮扣,150m,日历,-
欧米茄-奥林匹克系列 321.10.42.50.04.001 男士机械表,49500,42100,5361 ,321.10.42.50.04.001 
欧米茄-星座系列 123.20.24.60.55.002 女士石英表 ,34600元,30450元,5312 ,123.20.24.60.55.002 
欧米茄-特别系列 5933.30.32 男士机械表,男士手表 ,欧米茄 ,749600,659800,7739 ,5933.30.32 ,手动上链机芯,-,红金表壳,38.7mm,-,普通,-,圆弧形防反光抗磨损蓝宝石水晶,银色,皮带,黑色,普通,30m,-,-
欧米茄-海马系列 232.32.46.51.01.003 男士机械表,男士手表 ,欧米茄 ,60300,51280,8003 ,232.32.46.51.01.003 ,自动上链计时机芯,欧米茄9300 配备纵轮计时装置和同轴擒纵系统装置的自动上链计时机芯,精钢表壳,45.mm,-,自动锁紧旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶,黑色,-,黑色,普通,600m,计时功能 日期显示 小秒针计盘,-
欧米茄-星座系列 123.55.27.60.55.007  女士石英表,女士手表 ,欧米茄 ,133900,113820,6018 ,123.55.27.60.55.007 ,石英精准机芯,欧米茄 1376,黄金表壳镶钻,27.0 mm,-,普通,无背透,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",镶钻白色珍珠母贝,黃金表链,金色,一般,100 米 (330 英尺),-,-

欧米茄Omega-超霸系列 3654.20.31 男士机械表,男士手表 ,欧米茄 ,150000,127500,6147 ,3654.20.31 ,机械表机芯,-,玫瑰金表壳,42mm,-,普通,背透,蓝宝石水晶玻璃,白色,皮质,黑色,一般,100米,日历,-
欧米茄Omega-星座系列 123.55.27.60.55.012 女士石英表,女士手表 ,欧米茄 ,456800,388280,6007 ,123.55.27.60.55.012 ,石英精准机芯,欧米茄 1376,白金表壳镶钻,27.0 mm,-,普通,-,圆弧形双面防反光抗磨损蓝宝石水晶,镶钻白色珍珠母贝,白金表链,银色,一般,100 米 (330 英尺),-,-
欧米茄-特别系列 1960.11.11 女士石英表,女士手表 ,欧米茄 ,137900,117220,6316 ,1960.11.11 ,石英机芯,欧米茄 1456,黄金,22.5mm,中,普通,无背透,蓝宝石水晶玻璃,白色,黄金,金色,一般,30m,-,-
